Fire Year,District,Unit,Fire Number,Fire Name,Legal,Latitude,Longitude,Fuel Model,County,Report Date,General Cause,ODF_Acres,Total_Acres
2019,71 - Southwest,Medford,551,John Day PP#1336003,T36S R3W S1 SESW,"42°  27'  48.36""","-123°  0'  29.45""",A,Jackson,6/2/19 9:53,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,551,Deer Creek #1,T38S R6W S7 NWSW,"42°  16'  35.88""","-123°  27'  34.32""",A,Josephine,9/5/19 1:35,Lightning,0.01,0.01
2019,71 - Southwest,Medford,552,E. Antelope 13034,T37S R1E S36 SESE,"42°  18'  10.8""","-122°  38'  30.9""",F,Jackson,6/2/19 12:19,Debris Burning,0.5,0.5
2019,71 - Southwest,Grants Pass,552,Fields Road,T38S R5W S3 NWNE,"42°  17'  54""","-123°  16'  42.24""",C,Josephine,9/5/19 1:45,Lightning,0.01,0.01
2019,71 - Southwest,Grants Pass,554,Sexton Mtn Lookout,T34S R6W S24 NWSW,"42°  35'  59.7""","-123°  21'  56.52""",G,Josephine,9/5/19 3:31,Lightning,0.69,0.69
2019,71 - Southwest,Grants Pass,555,Marble Gulch,T39S R5W S6 NESW,"42°  12'  26.17""","-123°  20'  16.7""",R,Josephine,9/5/19 4:38,Lightning,0.25,0.25
2019,71 - Southwest,Medford,557,Ashland Loop Rd 525,T39S R1E S16 SENW,"42°  10'  51.42""","-122°  42'  30.9""",A,Jackson,6/8/19 13:26,Smoking,0,0.01
2019,71 - Southwest,Medford,558,Reiten Dr 357,T39S R1E S24 SESE,"42°  9'  35.22""","-122°  38'  36.48""",A,Jackson,6/8/19 22:01,Debris Burning,0,0.01
2019,71 - Southwest,Grants Pass,558,Deer Creek #2,T38S R6W S7 SESW,"42°  16'  24.38""","-123°  27'  34.12""",H,Josephine,9/5/19 6:27,Lightning,0.3,0.3
2019,71 - Southwest,Medford,559,Indep. School Rd 4400,T38S R1W S18 SENE,"42°  16'  4.5""","-122°  51'  33.78""",A,Jackson,6/9/19 19:03,Recreationist,0.01,0.01
2019,71 - Southwest,Grants Pass,560,Tunnel Road,T33S R6W S9 SESE,"42°  42'  43.65""","-123°  24'  42.33""",H,Josephine,9/5/19 6:50,Lightning,0.08,0.08
2019,71 - Southwest,Grants Pass,564,East Jones Creek,T36S R5W S2 SWNW,"42°  28'  22.86""","-123°  15'  52.98""",C,Josephine,9/5/19 8:01,Lightning,0.1,0.1
2019,71 - Southwest,Grants Pass,565,Deer Creek #3,T38S R6W S17 SWSW,"42°  15'  40.05""","-123°  26'  26.92""",C,Josephine,9/5/19 11:29,Lightning,0.01,0.01
2019,71 - Southwest,Grants Pass,566,Pickett Mountain,T37S R5W S4 SWSW,"42°  22'  35.82""","-123°  18'  18""",H,Josephine,9/5/19 9:00,Lightning,0.01,0.01
2019,71 - Southwest,Medford,567,Palima 1015,T36S R1W S2 SENW,"42°  28'  14.88""","-122°  47'  27.3""",A,Jackson,6/11/19 13:34,Juveniles,0.01,0.01
2019,71 - Southwest,Medford,568,Palima 1015 #2,T36S R1W S2 SENW,"42°  28'  14.88""","-122°  47'  27.3""",A,Jackson,6/12/19 9:27,Juveniles,0.01,0.01
2019,71 - Southwest,Grants Pass,570,Granite Hill,T35S R5W S26 NWSW,"42°  29'  46.68""","-123°  15'  49.08""",C,Josephine,9/5/19 10:45,Lightning,0.01,0.01
2019,71 - Southwest,Grants Pass,571,Ditch Creek,T34S R4W S5 SWSW,"42°  38'  19.48""","-123°  12'  36.9""",C,Jackson,9/5/19 16:20,Lightning,0.01,0.01
2019,71 - Southwest,Medford,572,ODF Camp Creek,T48N R5W S16 SESE,"42°  0'  26.58""","-122°  25'  17.1""",A,Other St.,6/12/19 16:51,Recreationist,0,5
2019,71 - Southwest,Medford,573,HWY 238 6499,T38S R3W S23 SWNE,"42°  15'  6""","-123°  1'  24""",K,Jackson,6/14/19 11:46,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,573,Hugo Rd 3785,T35S R6W S5 SENW,"42°  33'  31.21""","-123°  26'  8.08""",C,Josephine,9/5/19 16:56,Lightning,0.01,0.01
2019,71 - Southwest,Medford,574,Gardener Butte,T35S R2E S34 NWSW,"42°  28'  55.5""","-122°  34'  42.12""",A,Jackson,6/14/19 16:30,Recreationist,0.01,0.01
2019,71 - Southwest,Grants Pass,576,Deer Creek 6000,T38S R7W S14 NWNW,"42°  16'  16.2""","-123°  30'  9""",H,Josephine,9/5/19 17:55,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,577,Riffle Creek,T33S R8W S3 NWSW,"42°  43'  44.73""","-123°  38'  22.2""",F,Josephine,9/5/19 17:56,Lightning,0.01,0.01
2019,71 - Southwest,Grants Pass,578,Bunker Creek,T33S R9W S24 SESW,"42°  40'  58.5""","-123°  42'  49.32""",F,Josephine,9/5/19 17:58,Lightning,9,9
2019,71 - Southwest,Grants Pass,580,Cool Spring,T33S R8W S5 SWSW,"42°  43'  36.18""","-123°  40'  44.7""",B,Josephine,9/5/19 18:05,Lightning,0.75,0.75
2019,71 - Southwest,Medford,582,Prospect Access Rd,T32S R3E S32 SWNW,"42°  44'  49.56""","-122°  29'  55.98""",A,Jackson,6/18/19 6:25,Debris Burning,0.01,0.01
2019,71 - Southwest,Grants Pass,582,Russian Creek,T33S R8W S28 NWNE,"42°  40'  51""","-123°  39'  6.6""",G,Josephine,9/6/19 14:25,Lightning,0.33,0.33
2019,71 - Southwest,Medford,584,Wheeler Rd 10626,T36S R2W S4 SWNE,"42°  28'  18.6""","-122°  56'  39""",A,Jackson,6/20/19 8:30,Equipment Use,0,0.25
2019,71 - Southwest,Grants Pass,585,Fry Gulch,T34S R4W S23 SENW,"42°  36'  12.54""","-123°  8'  32.1""",C,Jackson,9/5/19 22:00,Lightning,0.01,0.01
2019,71 - Southwest,Grants Pass,586,N Fork Deer Crk,T38S R6W S8 SWSW,"42°  16'  22.44""","-123°  26'  33.58""",H,Josephine,9/5/19 22:30,Lightning,0.75,0.75
2019,71 - Southwest,Medford,587,Duggan Rd,T35S R2W S29 SESE,"42°  29'  29.28""","-122°  57'  17.28""",A,Jackson,6/21/19 12:13,Equipment Use,0,0.1
2019,71 - Southwest,Medford,588,Hughes Rd 6010,T38S R1W S13 SWNE,"42°  16'  6.9""","-122°  45'  58.08""",A,Jackson,6/22/19 20:22,Miscellaneous,0,0.5
2019,71 - Southwest,Medford,589,HWY 238 7170,T38S R3W S27 NENE,"42°  14'  31.8""","-123°  2'  5.7""",A,Jackson,6/22/19 14:56,Recreationist,0.1,0.1
2019,71 - Southwest,Grants Pass,589,Bolt Mtn 685,T37S R6W S10 NWSW,"42°  21'  55.56""","-123°  24'  16.44""",U,Josephine,9/6/19 10:45,Lightning,0.01,0.01
2019,71 - Southwest,Medford,590,Meridian Rd 2529,T36S R1W S12 SENE,"42°  27'  20.16""","-122°  45'  35.46""",A,Jackson,6/23/19 15:26,Miscellaneous,0,0.25
2019,71 - Southwest,Medford,591,Hwy 62 PP #032901,T36S R1W S3 NWNW,"42°  28'  33""","-122°  48'  43.5""",B,Jackson,6/24/19 14:12,Equipment Use,0,0.01
2019,71 - Southwest,Medford,592,Dodes Creek,T32S R1E S23 NENE,"42°  46'  40.8""","-122°  39'  32.4""",C,Jackson,6/24/19 14:44,Arson,0.25,0.25
2019,71 - Southwest,Medford,593,Eagle Heights 1861,T36S R1W S1 NENW,"42°  28'  32""","-122°  46'  31""",A,Jackson,6/25/19 12:58,Equipment Use,0.01,0.01
2019,71 - Southwest,Medford,595,Brophy Rd 3370,T35S R1E S30 NESW,"42°  29'  43.2""","-122°  45'  4.26""",A,Jackson,6/25/19 21:20,Equipment Use,0.1,0.1
2019,71 - Southwest,Grants Pass,595,East Evans,T36S R4W S3 NESW,"42°  28'  3.36""","-123°  9'  37.14""",C,Jackson,9/6/19 16:00,Lightning,0.01,0.01
2019,71 - Southwest,Medford,596,Duggan Rd 11695,T35S R2W S32 SENE,"42°  29'  10.8""","-122°  57'  20.34""",A,Jackson,6/25/19 12:24,Miscellaneous,0.75,0.75
2019,71 - Southwest,Medford,600,Boaz Mountain,T39S R3W S34 SWNE,"42°  8'  10.86""","-123°  2'  32.94""",F,Jackson,6/30/19 23:40,Recreationist,0.1,0.1
2019,71 - Southwest,Grants Pass,608,Redwood Hwy 23213,T39S R8W S4 NENE,"42°  12'  40.32""","-123°  38'  30""",F,Josephine,9/10/19 9:01,Equipment Use,0.1,0.1
2019,71 - Southwest,Grants Pass,615,Finch Road 271 #4,T39S R8W S9 SWNW,"42°  11'  39.35""","-123°  39'  25.85""",H,Josephine,9/12/19 8:51,Arson,0.01,0.01
2019,71 - Southwest,Grants Pass,620,Interstate 5 MP 71,T34S R6W S11 NWNW,"42°  38'  4.32""","-123°  23'  2.22""",A,Josephine,9/12/19 18:00,Equipment Use,0.1,0.1
2019,71 - Southwest,Grants Pass,630,Lower Wolf Crk 1600,T33S R6W S21 SWNW,"42°  41'  30.3""","-123°  25'  25.02""",A,Josephine,9/14/19 20:33,Miscellaneous,0.01,0.01
2019,71 - Southwest,Grants Pass,631,Redwood Hwy 23710,T39S R8W S4 SWNE,"42°  12'  21.78""","-123°  39'  0.48""",H,Josephine,9/15/19 10:47,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,638,Battle Mountain,T34S R4W S1 SWNW,"42°  38'  41.46""","-123°  7'  44.18""",I,Jackson,9/17/19 8:56,Debris Burning,0.25,0.25
2019,71 - Southwest,Grants Pass,645,Takilma Rd 11650,T41S R8W S10 NWNE,"42°  1'  22.32""","-123°  37'  42.9""",A,Josephine,9/19/19 6:04,Miscellaneous,0.01,0.01
2019,71 - Southwest,Grants Pass,676,Caves Hwy 4000,T39S R7W S30 NWNW,"42°  9'  7.08""","-123°  34'  43.68""",A,Josephine,9/24/19 12:57,Miscellaneous,0.01,0.01
2019,71 - Southwest,Grants Pass,683,Potts Way 341,T35S R6W S11 SWNW,"42°  32'  37.91""","-123°  22'  55.2""",A,Josephine,9/25/19 14:39,Debris Burning,0.25,0.25
2019,71 - Southwest,Grants Pass,684,Indian Creek,T37S R8W S25 NWNW,"42°  19'  37.02""","-123°  36'  2.88""",H,Josephine,9/25/19 19:13,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,685,PP-284800/Forks Park,T39S R8W S28 NENW,"42°  9'  9.42""","-123°  39'  7.2""",F,Josephine,9/26/19 10:02,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,688,Waldo Rd 5000,T40S R8W S27 NWNE,"42°  3'  52.5""","-123°  37'  38.7""",T,Josephine,9/27/19 1:25,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,689,Quartz Crk,T34S R7W S36 SESE,"42°  34'  0.6""","-123°  28'  3.78""",X,Josephine,9/27/19 7:08,Debris Burning,0.01,0.01
2019,71 - Southwest,Grants Pass,716,Redwood Hwy 8162,T37S R7W S1 SWNE,"42°  23'  2.17""","-123°  28'  16.25""",U,Josephine,9/30/19 12:52,Miscellaneous,0.1,0.1
2019,71 - Southwest,Grants Pass,721,Spencer Creek Rd,T38S R6W S23 NESW,"42°  14'  53.64""","-123°  22'  52.46""",K,Josephine,10/5/19 12:26,Recreationist,0.01,0.01
2019,71 - Southwest,Grants Pass,722,W Pickett Crk Rd,T35S R7W S33 SWNW,"42°  29'  13.55""","-123°  32'  33.8""",I,Josephine,10/6/19 15:05,Debris Burning,0.01,0.01
2019,71 - Southwest,Grants Pass,723,Wetherbee Dr 1906,T37S R6W S15 NWNW,"42°  21'  25.84""","-123°  24'  21.22""",R,Josephine,10/6/19 18:41,Smoking,0.1,0.1
2019,71 - Southwest,Grants Pass,725,Peterson Creek,T39S R8W S3 NWSW,"42°  12'  15.9""","-123°  38'  13.86""",H,Josephine,10/9/19 10:15,Arson,0.2,0.2
2019,71 - Southwest,Grants Pass,726,Russell Road 2802,T35S R6W S9 NENE,"42°  32'  56.91""","-123°  24'  30.45""",A,Josephine,10/9/19 15:45,Debris Burning,0.1,0.1
2019,71 - Southwest,Grants Pass,727,Hawksdale Dr 619,T35S R7W S25 NWNE,"42°  30'  15.86""","-123°  28'  22.17""",R,Josephine,10/9/19 20:33,Debris Burning,0.25,0.25
2019,71 - Southwest,Grants Pass,728,Cheney Creek,T37S R7W S24 NWSW,"42°  20'  5.16""","-123°  28'  57.96""",H,Josephine,10/13/19 9:00,Miscellaneous,6.5,6.5
2019,71 - Southwest,Grants Pass,729,Limpy Creek,T36S R7W S30 SWNW,"42°  24'  47""","-123°  34'  48.4""",J,Josephine,10/16/19 8:45,Recreationist,0.4,0.5
2019,71 - Southwest,Grants Pass,730,Lower Wolf Crk 3930,T33S R6W S30 SWNW,"42°  40'  34.8""","-123°  27'  42.8""",R,Josephine,10/14/19 14:05,Debris Burning,2.17,2.17
2019,71 - Southwest,Grants Pass,731,Fry Peak,T34S R4W S12 NESW,"42°  37'  39.32""","-123°  7'  21.06""",J,Josephine,10/20/19 18:43,Recreationist,10,10
2019,71 - Southwest,Grants Pass,732,Marble Quarry Road,T37S R7W S24 NESW,"42°  20'  8.1""","-123°  28'  41.88""",H,Josephine,10/22/19 10:45,Miscellaneous,0.1,0.1
2019,71 - Southwest,Grants Pass,734,Dog Creek Rd 500,T34S R6W S9 NWSW,"42°  37'  40.38""","-123°  25'  31.38""",C,Josephine,10/24/19 22:30,Miscellaneous,0.1,0.1
2019,71 - Southwest,Grants Pass,735,Quartz Creek,T34S R6W S20 SWSW,"42°  35'  49.68""","-123°  26'  34.38""",J,Josephine,10/26/19 20:08,Miscellaneous,12,12
2019,71 - Southwest,Grants Pass,736,Bull Creek Rd 1550,T37S R6W S20 NESW,"42°  20'  9.42""","-123°  26'  18""",K,Josephine,10/26/19 16:19,Smoking,0.1,0.1
2019,71 - Southwest,Grants Pass,739,Little Cheney,T37S R7W S13 SESW,"42°  20'  51.29""","-123°  28'  36.46""",A,Josephine,10/29/19 14:00,Debris Burning,0.01,0.01
2019,71 - Southwest,Grants Pass,743,Mo Creek,T35S R5W S21 NENW,"42°  31'  9.53""","-123°  18'  5.55""",H,Josephine,11/3/19 1:49,Arson,1.85,1.85
2019,71 - Southwest,Grants Pass,745,Upper S Fork Reeves Crk,T39S R8W S3 SENE,"42°  12'  22.25""","-123°  37'  26.99""",H,Josephine,11/7/19 7:35,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,746,Upper S Frk Reeves Crk 2,T39S R8W S3 NESE,"42°  12'  15.84""","-123°  37'  21.18""",H,Josephine,11/7/19 7:35,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,747,W Pickett 690,T35S R7W S27 NENW,"42°  30'  17.76""","-123°  31'  1.62""",R,Josephine,11/7/19 10:27,Miscellaneous,0.01,0.01
2019,71 - Southwest,Grants Pass,748,Fielder Mountain,T36S R4W S18 NWNE,"42°  26'  42.18""","-123°  13'  0.9""",H,Jackson,11/7/19 15:56,Recreationist,0.01,0.01
2019,71 - Southwest,Grants Pass,749,R Fork Pleasant Crk Rd,T34S R4W S2 SWSW,"42°  38'  14.22""","-123°  8'  46.86""",J,Jackson,11/11/19 17:52,Recreationist,0.25,0.25
2019,71 - Southwest,Grants Pass,750,Humbug Creek Rd 2861,T38S R4W S11 NWNE,"42°  17'  9.17""","-123°  8'  21.27""",H,Jackson,11/10/19 11:30,Miscellaneous,0.1,0.1
2019,71 - Southwest,Grants Pass,753,Jump Off Joe 3900,T34S R5W S33 SESW,"42°  33'  52.38""","-123°  18'  9.6""",R,Josephine,11/13/19 12:31,Miscellaneous,0.1,0.1
2019,71 - Southwest,Grants Pass,754,Morris Creek,T35S R5W S15 SWSW,"42°  31'  13""","-123°  17'  0.1""",R,Josephine,11/16/19 9:31,Miscellaneous,0.25,0.25
2019,71 - Southwest,Grants Pass,755,Right Fork Pleasant Crk,T34S R4W S1 NWSW,"42°  38'  29.4""","-123°  7'  49.86""",H,Jackson,11/17/19 15:06,Miscellaneous,2.97,2.97
2019,71 - Southwest,Grants Pass,757,Mooney Mountain,T37S R7W S33 NWNE,"42°  18'  55.66""","-123°  31'  58.01""",H,Josephine,11/18/19 10:37,Recreationist,0.01,0.01
2019,71 - Southwest,Grants Pass,758,Water Tank Gulch,T33S R6W S18 NWSE,"42°  42'  8.95""","-123°  27'  18.83""",H,Josephine,11/20/19 12:42,Recreationist,0.1,0.1
2019,71 - Southwest,Grants Pass,759,Left Fork Cheney Creek,T37S R7W S13 SWSE,"42°  20'  53.16""","-123°  28'  20.4""",H,Josephine,11/22/19 11:20,Recreationist,0.01,0.01
2019,71 - Southwest,Grants Pass,A24,Upper Hog Creek,T34S R7W S22 SENW,"42°  36'  7.5""","-123°  31'  6.72""",J,Josephine,3/20/19 16:13,Recreationist,2,2
2019,71 - Southwest,Grants Pass,A28,Speaker Road,T33S R5W S10 NENW,"42°  43'  21.78""","-123°  16'  51.54""",I,Josephine,4/17/19 11:00,Smoking,0.01,0.01
2019,71 - Southwest,Grants Pass,A30,Griffen Park,T36S R7W S11 SESW,"42°  27'  16.44""","-123°  29'  17.46""",I,Josephine,4/18/19 16:40,Debris Burning,0.1,0.1
2019,71 - Southwest,Grants Pass,A32,Left Fork Fielder Crk Rd,T36S R4W S6 NESE,"42°  27'  59.7""","-123°  12'  50.1""",H,Jackson,4/24/19 8:17,Recreationist,0.01,0.01
2019,71 - Southwest,Grants Pass,A33,Findely Road,T38S R5W S36 SWNW,"42°  13'  20.86""","-123°  14'  42.58""",I,Josephine,5/1/19 12:00,Recreationist,0.1,0.1
2019,71 - Southwest,Grants Pass,A37,Reeves Creek 4767,T38S R8W S34 NWNW,"42°  16'  30.11""","-123°  38'  12.78""",L,Josephine,5/2/19 15:10,Debris Burning,1.5,1.5
2019,71 - Southwest,Grants Pass,A41,Honeycutt Dr 380,T36S R6W S10 NWSE,"42°  27'  17""","-123°  23'  35.3""",A,Josephine,5/3/19 16:37,Debris Burning,0.25,0.25
2019,71 - Southwest,Grants Pass,A42,Coed Pl 2636,T36S R6W S27 NESW,"42°  24'  33.97""","-123°  23'  48.69""",R,Josephine,5/4/19 10:55,Debris Burning,0.25,0.25
2019,71 - Southwest,Grants Pass,A45,Cheney Creek,T37S R7W S22 NWSE,"42°  20'  6.54""","-123°  30'  35.46""",H,Josephine,5/8/19 11:40,Miscellaneous,0.01,0.01
2019,71 - Southwest,Grants Pass,A48,Jump Off Joe 8240,T34S R5W S36 NESE,"42°  34'  15.39""","-123°  13'  53.58""",H,Josephine,5/9/19 14:47,Debris Burning,0.01,0.01
2019,71 - Southwest,Grants Pass,A49,I-5 NB MM 80,T33S R6W S2 NENE,"42°  44'  12.3""","-123°  22'  8.4""",L,Josephine,5/9/19 14:54,Smoking,0.01,0.01
2019,71 - Southwest,Grants Pass,A50,Pinnon Rd 383,T36S R6W S9 SENW,"42°  27'  23.46""","-123°  25'  2.53""",J,Josephine,5/10/19 15:10,Debris Burning,0.25,0.25
2019,71 - Southwest,Grants Pass,A51,I-5 NB MM 79,T33S R6W S11 NESE,"42°  43'  0.78""","-123°  22'  15.42""",H,Josephine,5/10/19 16:22,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,A53,Gilligan Butte,T41S R9W S10 NENE,"42°  1'  13.27""","-123°  44'  28.59""",R,Josephine,5/12/19 12:00,Debris Burning,0.5,0.5
2019,71 - Southwest,Grants Pass,A54,Coyote Creek 420,T33S R6W S22 NESE,"42°  41'  14.22""","-123°  23'  17.4""",A,Josephine,5/12/19 17:40,Smoking,0.01,0.01
2019,71 - Southwest,Grants Pass,A56,Schumacher St 410,T39S R8W S21 NWNE,"42°  9'  57.35""","-123°  39'  2.63""",H,Josephine,5/13/19 17:31,Miscellaneous,0.01,0.01
2019,71 - Southwest,Grants Pass,A60,I-5 NB MM 71,T34S R6W S11 NESW,"42°  37'  38.52""","-123°  22'  53.1""",G,Josephine,5/16/19 13:30,Miscellaneous,0.01,0.01
2019,71 - Southwest,Grants Pass,A61,Orofino Gulch,T35S R5W S3 SENE,"42°  33'  35.7""","-123°  16'  11.28""",C,Josephine,5/17/19 8:54,Miscellaneous,0.01,0.01
2019,71 - Southwest,Grants Pass,A66,Lower Grave Crk 7837,T33S R7W S34 NWSW,"42°  39'  31.31""","-123°  31'  23.35""",H,Josephine,5/29/19 11:20,Miscellaneous,0.1,0.1
2019,71 - Southwest,Grants Pass,A69,W Evans Creek 3134,T36S R4W S4 NENW,"42°  28'  26.58""","-123°  11'  3.3""",L,Jackson,5/31/19 11:30,Debris Burning,1,1
2019,71 - Southwest,Grants Pass,A71,Lakeshore Dr 640,T38S R8W S11 SWSE,"42°  16'  21.12""","-123°  36'  36.68""",A,Josephine,6/1/19 9:00,Miscellaneous,0.01,0.01
2019,71 - Southwest,Grants Pass,A73,Redwood Hwy MM 22,T38S R8W S23 NWNW,"42°  15'  22.09""","-123°  37'  12.37""",R,Josephine,6/1/19 20:30,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,A78,Ewe Creek Rd 384,T36S R6W S6 NENW,"42°  28'  31.91""","-123°  27'  23.4""",C,Josephine,6/2/19 11:36,Miscellaneous,0.01,0.01
2019,71 - Southwest,Grants Pass,A86,Monument Dr 6388,T35S R6W S23 NWSE,"42°  30'  47.17""","-123°  22'  36.54""",F,Josephine,6/3/19 15:30,Equipment Use,0.25,0.25
2019,71 - Southwest,Grants Pass,A87,Cedar Flat 1370,T39S R5W S4 SENE,"42°  12'  29.96""","-123°  17'  23.77""",A,Josephine,6/3/19 16:01,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,B03,Walnut Ave. 2760,T36S R6W S32 NENW,"42°  24'  13""","-123°  26'  8""",A,Josephine,6/5/19 12:34,Debris Burning,0.1,0.1
2019,71 - Southwest,Grants Pass,B19,PP-A7810/Placer Rd 2750,T34S R5W S8 NWSW,"42°  37'  43.7""","-123°  19'  29.89""",C,Josephine,6/10/19 16:46,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,B29,Placer Rd 468,T34S R6W S11 SENE,"42°  38'  0.48""","-123°  22'  7.75""",F,Josephine,6/12/19 15:23,Equipment Use,0.1,0.1
2019,71 - Southwest,Grants Pass,B33,Deer Creek 2300,T38S R7W S7 SESW,"42°  16'  25.98""","-123°  34'  23.58""",C,Josephine,6/13/19 16:10,Smoking,0.1,0.1
2019,71 - Southwest,Grants Pass,B37,I-5 NB MM 70,T34S R6W S14 NESW,"42°  36'  51.86""","-123°  22'  47.21""",F,Josephine,6/14/19 16:20,Equipment Use,3.5,3.5
2019,71 - Southwest,Grants Pass,B41,Round Prairie Rd 220,T37S R7W S2 NESW,"42°  22'  43.56""","-123°  29'  51.3""",F,Josephine,6/16/19 15:29,Miscellaneous,0.1,0.1
2019,71 - Southwest,Grants Pass,B46,Harris Way 345,T35S R6W S22 NESW,"42°  30'  38.23""","-123°  23'  49.81""",A,Josephine,6/18/19 11:26,Debris Burning,0.1,0.1
2019,71 - Southwest,Grants Pass,B49,Russel Rd,T35S R6W S16 NENW,"42°  32'  5.4""","-123°  24'  59.88""",I,Josephine,6/18/19 14:50,Debris Burning,0.01,0.01
2019,71 - Southwest,Grants Pass,B51,Forks Park,T39S R8W S21 SWSE,"42°  9'  24.48""","-123°  38'  58.5""",F,Josephine,6/19/19 10:48,Recreationist,0.01,0.01
2019,71 - Southwest,Grants Pass,B55,Ave De Teresa 285,T36S R5W S23 NESE,"42°  25'  24.12""","-123°  15'  8.52""",A,Josephine,6/20/19 15:34,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,B57,Panther Gulch 1247,T39S R5W S11 NENE,"42°  11'  54.3""","-123°  15'  4.86""",A,Josephine,6/21/19 12:00,Equipment Use,1.16,1.16
2019,71 - Southwest,Grants Pass,B58,Lakeshore Drive 640,T38S R8W S11 SWSE,"42°  16'  19.5""","-123°  36'  30.18""",R,Josephine,6/21/19 16:16,Arson,0.01,0.01
2019,71 - Southwest,Grants Pass,B59,Lakeshore Dr 640 #2,T38S R8W S11 SWSE,"42°  16'  19.26""","-123°  36'  37.98""",R,Josephine,6/21/19 16:16,Arson,0.01,0.01
2019,71 - Southwest,Grants Pass,B61,Fish Hatchery Rd 4881,T37S R6W S7 NESE,"42°  22'  0.3""","-123°  26'  53.04""",L,Josephine,6/22/19 12:17,Equipment Use,0.1,0.1
2019,71 - Southwest,Grants Pass,B64,Hayes Hill,T37S R7W S19 SWNE,"42°  20'  24.72""","-123°  34'  13.98""",H,Josephine,6/22/19 17:34,Smoking,0.01,0.01
2019,71 - Southwest,Grants Pass,B65,N River Rd 2745,T36S R4W S25 NWNW,"42°  24'  57.13""","-123°  7'  49.06""",H,Josephine,6/22/19 21:45,Miscellaneous,0.01,0.01
2019,71 - Southwest,Grants Pass,B75,Hyde Park,T37S R5W S34 SWSW,"42°  18'  11.1""","-123°  17'  9.9""",L,Josephine,6/25/19 5:36,Debris Burning,0.2,0.2
2019,71 - Southwest,Grants Pass,B81,E Evans Crk Rd 6927,T35S R4W S15 SESW,"42°  31'  21.76""","-123°  9'  52.74""",A,Jackson,6/25/19 17:24,Equipment Use,0.01,0.01
2019,71 - Southwest,Grants Pass,B84,Cheney Crk MM 2,T37S R7W S24 NWNE,"42°  20'  34.32""","-123°  28'  12.18""",K,Josephine,6/26/19 10:53,Arson,0.01,0.01
2019,71 - Southwest,Grants Pass,B85,PP-355500/Riverbanks,T35S R7W S26 SESE,"42°  29'  39.66""","-123°  29'  21.48""",F,Josephine,6/26/19 13:10,Equipment Use,0.1,0.1
2019,71 - Southwest,Grants Pass,B86,PP-357000/Quail Ln 200,T35S R7W S35 SWSE,"42°  28'  37.68""","-123°  29'  22.92""",A,Josephine,6/26/19 13:35,Equipment Use,0.1,0.1
2019,71 - Southwest,Grants Pass,B87,PP-01337006/Southside Rd,T37S R6W S25 SWNW,"42°  19'  37.5""","-123°  22'  0.9""",K,Josephine,6/26/19 13:52,Equipment Use,0.1,0.1
